Age Group,Date of Death,7-Day Average
65-84,08/11/21,2.4
65-84,08/12/21,2.1
65-84,08/13/21,2.3
65-84,08/14/21,2.6
65-84,08/15/21,2.9
65-84,08/16/21,2.9
65-84,08/17/21,3.1
65-84,08/18/21,2.9
65-84,08/19/21,3.3
65-84,08/20/21,3.1
65-84,08/21/21,3.1
65-84,08/22/21,2.9
65-84,08/23/21,3
65-84,08/24/21,2.6
65-84,08/25/21,2.4
65-84,08/26/21,2.4
65-84,08/27/21,2.3
65-84,08/28/21,2.6
65-84,08/29/21,2.6
65-84,08/30/21,2.4
65-84,08/31/21,2.6
65-84,09/01/21,3
65-84,09/02/21,2.9
65-84,09/03/21,3.4
65-84,09/04/21,3.6
65-84,09/05/21,3.9
65-84,09/06/21,3.6
65-84,09/07/21,4.4
65-84,09/08/21,4.7
65-84,09/09/21,4.7
65-84,09/10/21,4.3
65-84,09/11/21,3.6
65-84,09/12/21,3.6
65-84,09/13/21,4.4
65-84,09/14/21,4
65-84,09/15/21,3.7
65-84,09/16/21,4.9
65-84,09/17/21,4.7
65-84,09/18/21,5
65-84,09/19/21,5.4
65-84,09/20/21,5.6
65-84,09/21/21,5.9
65-84,09/22/21,6.6
65-84,09/23/21,6.1
65-84,09/24/21,6.4
65-84,09/25/21,6.4
65-84,09/26/21,6.1
65-84,09/27/21,5.9
65-84,09/28/21,5.9
65-84,09/29/21,5.1
65-84,09/30/21,4.6
65-84,10/01/21,4.1
65-84,10/02/21,4.7
65-84,10/03/21,4.1
65-84,10/04/21,3.7
65-84,10/05/21,3.4
65-84,10/06/21,3.9
65-84,10/07/21,4.6
65-84,10/08/21,5.3
65-84,10/09/21,4.9
65-84,10/10/21,5
65-84,10/11/21,5.3
65-84,10/12/21,5.3
65-84,10/13/21,5.1
65-84,10/14/21,4.9
65-84,10/15/21,4.4
65-84,10/16/21,5
65-84,10/17/21,4.9
65-84,10/18/21,4.7
65-84,10/19/21,4.1
65-84,10/20/21,4.7
65-84,10/21/21,4.6
65-84,10/22/21,4.4
65-84,10/23/21,3.6
65-84,10/24/21,4.4
65-84,10/25/21,4.9
65-84,10/26/21,6.3
65-84,10/27/21,5.7
65-84,10/28/21,6.6
65-84,10/29/21,7.1
65-84,10/30/21,8
65-84,10/31/21,7.9
65-84,11/01/21,8.6
65-84,11/02/21,7.9
65-84,11/03/21,7.9
65-84,11/04/21,6.7
65-84,11/05/21,6.7
65-84,11/06/21,6.4
65-84,11/07/21,5.9
65-84,11/08/21,4.6
65-84,11/09/21,5.4
65-84,11/10/21,5.3
65-84,11/11/21,6
65-84,11/12/21,5.1
65-84,11/13/21,4.4
65-84,11/14/21,4.9
65-84,11/15/21,5.1
65-84,11/16/21,4.4
65-84,11/17/21,4
65-84,11/18/21,3.3
65-84,11/19/21,3.7
65-84,11/20/21,4.7
65-84,11/21/21,5.4
65-84,11/22/21,5.3
65-84,11/23/21,5.7
65-84,11/24/21,6.1
65-84,11/25/21,6.1
65-84,11/26/21,5.7
65-84,11/27/21,5.3
65-84,11/28/21,4.7
65-84,11/29/21,5
65-84,11/30/21,4.4
65-84,12/01/21,4.3
65-84,12/02/21,4.3
65-84,12/03/21,4.7
65-84,12/04/21,4.1
65-84,12/05/21,3.4
65-84,12/06/21,3.1
65-84,12/07/21,3
65-84,12/08/21,3
65-84,12/09/21,3.3
65-84,12/10/21,2.9
65-84,12/11/21,2.9
65-84,12/12/21,3
65-84,12/13/21,3.1
65-84,12/14/21,3.4
65-84,12/15/21,3.1
65-84,12/16/21,2.9
65-84,12/17/21,3
65-84,12/18/21,3.7
65-84,12/19/21,3.7
65-84,12/20/21,4
65-84,12/21/21,4
65-84,12/22/21,4.1
65-84,12/23/21,4.1
65-84,12/24/21,4.1
65-84,12/25/21,3.7
65-84,12/26/21,3.7
65-84,12/27/21,3.4
65-84,12/28/21,3
65-84,12/29/21,3.3
65-84,12/30/21,3.4
65-84,12/31/21,3.4
65-84,01/01/22,3.4
65-84,01/02/22,3.6
65-84,01/03/22,3.7
65-84,01/04/22,3.6
65-84,01/05/22,3.6
65-84,01/06/22,3.9
65-84,01/07/22,4.4
65-84,01/08/22,5
65-84,01/09/22,5.1
65-84,01/10/22,5.1
65-84,01/11/22,5.6
65-84,01/12/22,5.3
65-84,01/13/22,5.3
65-84,01/14/22,5.1
65-84,01/15/22,5.1
65-84,01/16/22,5.6
65-84,01/17/22,6
65-84,01/18/22,6.3
65-84,01/19/22,7.1
65-84,01/20/22,6.9
65-84,01/21/22,7.9
65-84,01/22/22,7.6
65-84,01/23/22,7.6
65-84,01/24/22,7.6
65-84,01/25/22,7.3
65-84,01/26/22,6.9
65-84,01/27/22,7.3
65-84,01/28/22,5.9
65-84,01/29/22,6
65-84,01/30/22,5.7
65-84,01/31/22,5.9
65-84,02/01/22,5.4
65-84,02/02/22,5.7
65-84,02/03/22,6.1
65-84,02/04/22,6.6
65-84,02/05/22,7.3
65-84,02/06/22,7.4
65-84,02/07/22,7.6
65-84,02/08/22,7.9
65-84,02/09/22,7.4
65-84,02/10/22,6.6
65-84,02/11/22,6.4
65-84,02/12/22,6.1
65-84,02/13/22,5.7
65-84,02/14/22,5.4
65-84,02/15/22,5.1
65-84,02/16/22,5.3
65-84,02/17/22,5.3
65-84,02/18/22,5.1
65-84,02/19/22,4.6
65-84,02/20/22,4.6
65-84,02/21/22,3.9
65-84,02/22/22,4
65-84,02/23/22,3.3
65-84,02/24/22,3
65-84,02/25/22,3.4
65-84,02/26/22,3.1
65-84,02/27/22,3.6
65-84,02/28/22,3.3
65-84,03/01/22,3.3
65-84,03/02/22,3.4
65-84,03/03/22,3.9
65-84,03/04/22,3.3
65-84,03/05/22,3.4
65-84,03/06/22,3.4
65-84,03/07/22,3.6
65-84,03/08/22,3.6
65-84,03/09/22,3.3
65-84,03/10/22,3
65-84,03/11/22,3
65-84,03/12/22,2.4
65-84,03/13/22,2
65-84,03/14/22,1.6
65-84,03/15/22,1.1
65-84,03/16/22,1.1
65-84,03/17/22,0.7
65-84,03/18/22,0.4
65-84,03/19/22,0.7
65-84,03/20/22,0.3
65-84,03/21/22,0.6
65-84,03/22/22,1
65-84,03/23/22,1
65-84,03/24/22,1
65-84,03/25/22,1
65-84,03/26/22,0.7
65-84,03/27/22,0.7
65-84,03/28/22,0.4
65-84,03/29/22,0
65-84,03/30/22,0.3
65-84,03/31/22,0.3
65-84,04/01/22,0.3
65-84,04/02/22,0.3
65-84,04/03/22,0.4
65-84,04/04/22,0.7
65-84,04/05/22,1
65-84,04/06/22,0.7
65-84,04/07/22,0.7
65-84,04/08/22,0.7
65-84,04/09/22,0.7
65-84,04/10/22,0.7
65-84,04/11/22,0.4
65-84,04/12/22,0.1
65-84,04/13/22,0.1
65-84,04/14/22,0.1
65-84,04/15/22,0.1
65-84,04/16/22,0.3
65-84,04/17/22,0.3
65-84,04/18/22,0.4
65-84,04/19/22,0.6
65-84,04/20/22,0.7
65-84,04/21/22,0.7
65-84,04/22/22,0.7
65-84,04/23/22,0.6
65-84,04/24/22,0.4
65-84,04/25/22,0.3
65-84,04/26/22,0.1
65-84,04/27/22,0.1
65-84,04/28/22,0.1
65-84,04/29/22,0.1
65-84,04/30/22,0.1
65-84,05/01/22,0.3
65-84,05/02/22,0.3
65-84,05/03/22,0.3
65-84,05/04/22,0.3
65-84,05/05/22,0.3
65-84,05/06/22,0.3
65-84,05/07/22,0.3
65-84,05/08/22,0.3
65-84,05/09/22,0.3
65-84,05/10/22,0.4
65-84,05/11/22,0.3
65-84,05/12/22,0.3
65-84,05/13/22,0.3
65-84,05/14/22,0.7
65-84,05/15/22,0.6
65-84,05/16/22,0.6
65-84,05/17/22,0.4
65-84,05/18/22,0.9
65-84,05/19/22,0.9
65-84,05/20/22,0.9
65-84,05/21/22,0.4
65-84,05/22/22,0.4
65-84,05/23/22,0.7
65-84,05/24/22,0.7
65-84,05/25/22,0.3
65-84,05/26/22,0.3
65-84,05/27/22,0.4
65-84,05/28/22,0.4
65-84,05/29/22,0.4
65-84,05/30/22,0.3
65-84,05/31/22,0.3
65-84,06/01/22,0.4
65-84,06/02/22,0.9
65-84,06/03/22,0.9
65-84,06/04/22,1
65-84,06/05/22,1.3
65-84,06/06/22,1.1
65-84,06/07/22,1.1
65-84,06/08/22,1.1
65-84,06/09/22,0.7
65-84,06/10/22,0.9
65-84,06/11/22,0.7
65-84,06/12/22,0.6
65-84,06/13/22,0.6
65-84,06/14/22,0.6
65-84,06/15/22,0.6
65-84,06/16/22,0.7
65-84,06/17/22,0.7
65-84,06/18/22,0.7
65-84,06/19/22,0.9
65-84,06/20/22,1.1
65-84,06/21/22,1.4
65-84,06/22/22,1.3
65-84,06/23/22,1.6
65-84,06/24/22,1.3
65-84,06/25/22,1.4
65-84,06/26/22,1.1
65-84,06/27/22,1.1
65-84,06/28/22,0.9
65-84,06/29/22,1.3
65-84,06/30/22,1
65-84,07/01/22,1.1
65-84,07/02/22,1.6
65-84,07/03/22,1.7
65-84,07/04/22,1.4
65-84,07/05/22,1.6
65-84,07/06/22,1.6
65-84,07/07/22,1.7
65-84,07/08/22,1.9
65-84,07/09/22,1.6
65-84,07/10/22,1.4
65-84,07/11/22,1.7
65-84,07/12/22,1.6
65-84,07/13/22,1.3
65-84,07/14/22,1
65-84,07/15/22,0.9
65-84,07/16/22,0.9
65-84,07/17/22,1.1
65-84,07/18/22,0.9
65-84,07/19/22,0.9
65-84,07/20/22,0.9
65-84,07/21/22,1
65-84,07/22/22,1
65-84,07/23/22,0.7
65-84,07/24/22,0.7
65-84,07/25/22,0.9
65-84,07/26/22,1
65-84,07/27/22,1.3
65-84,07/28/22,1.1
65-84,07/29/22,1.1
65-84,07/30/22,1.4
65-84,07/31/22,1.3
65-84,08/01/22,1.4
65-84,08/02/22,1.4
65-84,08/03/22,1.1
65-84,08/04/22,1.3
65-84,08/05/22,1.1
65-84,08/06/22,1
65-84,08/07/22,1
65-84,08/08/22,1
65-84,08/09/22,1
65-84,08/10/22,1.3
65-84,08/11/22,1.1
65-84,08/12/22,1.4
65-84,08/13/22,1.7
65-84,08/14/22,1.6
65-84,08/15/22,1.4
65-84,08/16/22,1.4
65-84,08/17/22,1
65-84,08/18/22,1.1
65-84,08/19/22,1
65-84,08/20/22,0.7
65-84,08/21/22,0.7
65-84,08/22/22,0.6
65-84,08/23/22,0.7
65-84,08/24/22,0.9
65-84,08/25/22,0.9
65-84,08/26/22,0.9
65-84,08/27/22,0.7
65-84,08/28/22,0.7
65-84,08/29/22,0.7
65-84,08/30/22,0.6
65-84,08/31/22,0.4
65-84,09/01/22,0.4
65-84,09/02/22,0.4
65-84,09/03/22,0.4
65-84,09/04/22,0.6
65-84,09/05/22,1
65-84,09/06/22,0.9
65-84,09/07/22,0.9
65-84,09/08/22,0.7
65-84,09/09/22,0.7
65-84,09/10/22,0.7
65-84,09/11/22,0.6
65-84,09/12/22,0.3
65-84,09/13/22,0.4
65-84,09/14/22,0.6
65-84,09/15/22,0.6
65-84,09/16/22,0.6
65-84,09/17/22,1.1
65-84,09/18/22,1.1
65-84,09/19/22,1
65-84,09/20/22,0.9
65-84,09/21/22,0.7
65-84,09/22/22,0.7
65-84,09/23/22,0.6
65-84,09/24/22,0.3
65-84,09/25/22,0.3
65-84,09/26/22,0.4
65-84,09/27/22,0.7
65-84,09/28/22,0.7
65-84,09/29/22,0.9
65-84,09/30/22,1
65-84,10/01/22,0.7
65-84,10/02/22,0.7
65-84,10/03/22,0.6
65-84,10/04/22,0.3
65-84,10/05/22,0.3
65-84,10/06/22,0.1
65-84,10/07/22,0
65-84,10/08/22,0
65-84,10/09/22,0.1
65-84,10/10/22,0.4
65-84,10/11/22,0.6
65-84,10/12/22,0.7
65-84,10/13/22,0.9
65-84,10/14/22,1
65-84,10/15/22,1
65-84,10/16/22,1.1
65-84,10/17/22,0.9
65-84,10/18/22,0.7
65-84,10/19/22,0.7
65-84,10/20/22,0.9
65-84,10/21/22,0.7
65-84,10/22/22,0.7
65-84,10/23/22,0.4
65-84,10/24/22,0.6
65-84,10/25/22,0.6
65-84,10/26/22,0.6
65-84,10/27/22,0.3
65-84,10/28/22,0.3
65-84,10/29/22,0.3
65-84,10/30/22,0.4
65-84,10/31/22,0.3
65-84,11/01/22,0.4
65-84,11/02/22,0.3
65-84,11/03/22,0.4
65-84,11/04/22,0.6
65-84,11/05/22,0.6
65-84,11/06/22,0.6
65-84,11/07/22,0.7
65-84,11/08/22,0.7
65-84,11/09/22,1
65-84,11/10/22,1
65-84,11/11/22,1.1
65-84,11/12/22,1.4
65-84,11/13/22,1.3
65-84,11/14/22,1.4
65-84,11/15/22,1.4
65-84,11/16/22,1.1
65-84,11/17/22,1.1
65-84,11/18/22,0.9
65-84,11/19/22,0.6
65-84,11/20/22,1
65-84,11/21/22,1.4
65-84,11/22/22,1.3
65-84,11/23/22,1.4
65-84,11/24/22,1.3
65-84,11/25/22,1.4
65-84,11/26/22,1.4
65-84,11/27/22,1.1
65-84,11/28/22,0.4
65-84,11/29/22,0.7
65-84,11/30/22,0.9
65-84,12/01/22,1.3
65-84,12/02/22,1.4
65-84,12/03/22,1.4
65-84,12/04/22,1.4
65-84,12/05/22,1.7
65-84,12/06/22,1.7
65-84,12/07/22,1.9
65-84,12/08/22,1.6
65-84,12/09/22,1.4
65-84,12/10/22,1.6
65-84,12/11/22,1.9
65-84,12/12/22,1.7
65-84,12/13/22,1.4
65-84,12/14/22,1.4
65-84,12/15/22,1.3
65-84,12/16/22,1.3
65-84,12/17/22,1.3
65-84,12/18/22,1
65-84,12/19/22,1.1
65-84,12/20/22,1.1
65-84,12/21/22,1
65-84,12/22/22,1.1
65-84,12/23/22,1.3
65-84,12/24/22,1.3
65-84,12/25/22,1.1
65-84,12/26/22,1.4
65-84,12/27/22,1.6
65-84,12/28/22,1.6
65-84,12/29/22,1.6
65-84,12/30/22,1.4
65-84,12/31/22,1.3
65-84,01/01/23,1.6
65-84,01/02/23,1.1
65-84,01/03/23,1
65-84,01/04/23,0.9
65-84,01/05/23,0.7
65-84,01/06/23,0.6
65-84,01/07/23,0.6
65-84,01/08/23,0.4
65-84,01/09/23,0.4
65-84,01/10/23,0.7
65-84,01/11/23,0.7
65-84,01/12/23,1
65-84,01/13/23,1.1
65-84,01/14/23,1.1
65-84,01/15/23,1
65-84,01/16/23,1.1
65-84,01/17/23,0.9
65-84,01/18/23,0.7
65-84,01/19/23,0.9
65-84,01/20/23,0.7
65-84,01/21/23,0.9
65-84,01/22/23,1
65-84,01/23/23,0.7
65-84,01/24/23,0.9
65-84,01/25/23,0.9
65-84,01/26/23,0.6
65-84,01/27/23,0.6
65-84,01/28/23,0.6
65-84,01/29/23,0.4
65-84,01/30/23,0.6
65-84,01/31/23,0.7
65-84,02/01/23,0.7
65-84,02/02/23,0.6
65-84,02/03/23,0.6
65-84,02/04/23,0.4
65-84,02/05/23,0.4
65-84,02/06/23,0.3
65-84,02/07/23,0
65-84,02/08/23,0
65-84,02/09/23,0
65-84,02/10/23,0.1
65-84,02/11/23,0.3
65-84,02/12/23,0.3
65-84,02/13/23,0.3
65-84,02/14/23,0.3
65-84,02/15/23,0.3
65-84,02/16/23,0.4
65-84,02/17/23,0.4
65-84,02/18/23,0.4
65-84,02/19/23,0.4
65-84,02/20/23,0.4
65-84,02/21/23,0.4
65-84,02/22/23,0.7
65-84,02/23/23,0.7
65-84,02/24/23,0.6
65-84,02/25/23,0.6
65-84,02/26/23,0.7
65-84,02/27/23,0.7
65-84,02/28/23,0.7
65-84,03/01/23,0.6
65-84,03/02/23,0.6
65-84,03/03/23,0.9
65-84,03/04/23,0.9
65-84,03/05/23,1
65-84,03/06/23,1
65-84,03/07/23,1
65-84,03/08/23,0.9
65-84,03/09/23,0.9
65-84,03/10/23,0.6
65-84,03/11/23,0.4
65-84,03/12/23,0.3
65-84,03/13/23,0.4
65-84,03/14/23,0.4
65-84,03/15/23,0.4
65-84,03/16/23,0.6
65-84,03/17/23,0.7
65-84,03/18/23,0.7
65-84,03/19/23,0.6
65-84,03/20/23,0.4
65-84,03/21/23,0.4
65-84,03/22/23,0.7
65-84,03/23/23,0.4
65-84,03/24/23,0.3
65-84,03/25/23,0.4
65-84,03/26/23,0.4
65-84,03/27/23,0.4
65-84,03/28/23,0.7
65-84,03/29/23,0.4
65-84,03/30/23,0.4
65-84,03/31/23,0.4
65-84,04/01/23,0.4
65-84,04/02/23,0.4
65-84,04/03/23,0.6
65-84,04/04/23,0.3
65-84,04/05/23,0.3
65-84,04/06/23,0.3
65-84,04/07/23,0.3
65-84,04/08/23,0.1
65-84,04/09/23,0.3
65-84,04/10/23,0.1
65-84,04/11/23,0.1
65-84,04/12/23,0.1
65-84,04/13/23,0.1
65-84,04/14/23,0.3
65-84,04/15/23,0.4
65-84,04/16/23,0.3
65-84,04/17/23,0.3
65-84,04/18/23,0.4
65-84,04/19/23,0.4
65-84,04/20/23,0.4
65-84,04/21/23,0.3
65-84,04/22/23,0.1
65-84,04/23/23,0.1
65-84,04/24/23,0.1
65-84,04/25/23,0.1
65-84,04/26/23,0.4
65-84,04/27/23,0.6
65-84,04/28/23,0.6
65-84,04/29/23,0.7
65-84,04/30/23,0.7
65-84,05/01/23,0.7
65-84,05/02/23,0.6
65-84,05/03/23,0.4
65-84,05/04/23,0.3
65-84,05/05/23,0.4
65-84,05/06/23,0.3
65-84,05/07/23,0.3
65-84,05/08/23,0.4
65-84,05/09/23,0.6
65-84,05/10/23,0.6
65-84,05/11/23,0.6
65-84,05/12/23,0.4
65-84,05/13/23,0.6
65-84,05/14/23,0.6
65-84,05/15/23,0.4
65-84,05/16/23,0.3
65-84,05/17/23,0.1
65-84,05/18/23,0.1
65-84,05/19/23,0.1
65-84,05/20/23,0
65-84,05/21/23,0
65-84,05/22/23,0
65-84,05/23/23,0
65-84,05/24/23,0
65-84,05/25/23,0
65-84,05/26/23,0
65-84,05/27/23,0
65-84,05/28/23,0.1
65-84,05/29/23,0.3
65-84,05/30/23,0.3
65-84,05/31/23,0.3
65-84,06/01/23,0.3
65-84,06/02/23,0.3
65-84,06/03/23,0.3
65-84,06/04/23,0.1
65-84,06/05/23,0
65-84,06/06/23,0
65-84,06/07/23,0
65-84,06/08/23,0
65-84,06/09/23,0
65-84,06/10/23,0
65-84,06/11/23,0
65-84,06/12/23,0.1
65-84,06/13/23,0.3
65-84,06/14/23,0.4
65-84,06/15/23,0.4
65-84,06/16/23,0.4
65-84,06/17/23,0.6
65-84,06/18/23,0.6
65-84,06/19/23,0.4
65-84,06/20/23,0.3
65-84,06/21/23,0.1
65-84,06/22/23,0.1
65-84,06/23/23,0.1
65-84,06/24/23,0
65-84,06/25/23,0
65-84,06/26/23,0
65-84,06/27/23,0
65-84,06/28/23,0
65-84,06/29/23,0
65-84,06/30/23,0
65-84,07/01/23,0
65-84,07/02/23,0
65-84,07/03/23,0
65-84,07/04/23,0
65-84,07/05/23,0
65-84,07/06/23,0
65-84,07/07/23,0
65-84,07/08/23,0.1
65-84,07/09/23,0.1
65-84,07/10/23,0.1
65-84,07/11/23,0.1
65-84,07/12/23,0.3
65-84,07/13/23,0.3
65-84,07/14/23,0.4
65-84,07/15/23,0.3
65-84,07/16/23,0.3
65-84,07/17/23,0.3
65-84,07/18/23,0.3
65-84,07/19/23,0.1
65-84,07/20/23,0.3
65-84,07/21/23,0.1
65-84,07/22/23,0.3
65-84,07/23/23,0.3
65-84,07/24/23,0.3
65-84,07/25/23,0.3
65-84,07/26/23,0.3
65-84,07/27/23,0.1
65-84,07/28/23,0.1
65-84,07/29/23,0
65-84,07/30/23,0
65-84,07/31/23,0
65-84,08/01/23,0
65-84,08/02/23,0
65-84,08/03/23,0
65-84,08/04/23,0.1
65-84,08/05/23,0.1
65-84,08/06/23,0.1
65-84,08/07/23,0.3
65-84,08/08/23,0.3
65-84,08/09/23,0.3
65-84,08/10/23,0.3
65-84,08/11/23,0.3
65-84,08/12/23,0.3
65-84,08/13/23,0.3
65-84,08/14/23,0.1
65-84,08/15/23,0.1
65-84,08/16/23,0.1
65-84,08/17/23,0.3
65-84,08/18/23,0.1
65-84,08/19/23,0.1
65-84,08/20/23,0.1
65-84,08/21/23,0.1
65-84,08/22/23,0.1
65-84,08/23/23,0.1
65-84,08/24/23,0
65-84,08/25/23,0
65-84,08/26/23,0.1
65-84,08/27/23,0.1
65-84,08/28/23,0.3
65-84,08/29/23,0.3
65-84,08/30/23,0.3
65-84,08/31/23,0.3
65-84,09/01/23,0.3
65-84,09/02/23,0.1
65-84,09/03/23,0.1
65-84,09/04/23,0
65-84,09/05/23,0.1
65-84,09/06/23,0.1
65-84,09/07/23,0.1
65-84,09/08/23,0.1
65-84,09/09/23,0.3
65-84,09/10/23,0.3
65-84,09/11/23,0.3
65-84,09/12/23,0.1
65-84,09/13/23,0.1
65-84,09/14/23,0.1
65-84,09/15/23,0.1
65-84,09/16/23,0.1
65-84,09/17/23,0.1
65-84,09/18/23,0.1
65-84,09/19/23,0.4
65-84,09/20/23,0.4
65-84,09/21/23,0.7
65-84,09/22/23,0.7
65-84,09/23/23,0.6
65-84,09/24/23,0.6
65-84,09/25/23,0.7
65-84,09/26/23,0.4
65-84,09/27/23,0.4
65-84,09/28/23,0.1
65-84,09/29/23,0.3
65-84,09/30/23,0.3
65-84,10/01/23,0.4
65-84,10/02/23,0.3
65-84,10/03/23,0.3
65-84,10/04/23,0.3
65-84,10/05/23,0.3
65-84,10/06/23,0.1
65-84,10/07/23,0.3
65-84,10/08/23,0.3
65-84,10/09/23,0.6
65-84,10/10/23,0.9
65-84,10/11/23,0.9
65-84,10/12/23,0.9
65-84,10/13/23,0.9
65-84,10/14/23,0.7
65-84,10/15/23,0.6
65-84,10/16/23,0.3
65-84,10/17/23,0.1
65-84,10/18/23,0.1
65-84,10/19/23,0.1
65-84,10/20/23,0.1
65-84,10/21/23,0.3
65-84,10/22/23,0.3
65-84,10/23/23,0.3
65-84,10/24/23,0.3
65-84,10/25/23,0.3
65-84,10/26/23,0.6
65-84,10/27/23,0.7
65-84,10/28/23,0.7
65-84,10/29/23,0.7
65-84,10/30/23,0.7
65-84,10/31/23,0.6
65-84,11/01/23,0.6
65-84,11/02/23,0.3
65-84,11/03/23,0.1
65-84,11/04/23,0
65-84,11/05/23,0
65-84,11/06/23,0
65-84,11/07/23,0.3
65-84,11/08/23,0.6
65-84,11/09/23,0.6
65-84,11/10/23,0.6
65-84,11/11/23,0.6
65-84,11/12/23,0.6
65-84,11/13/23,0.6
65-84,11/14/23,0.3
65-84,11/15/23,0
65-84,11/16/23,0
65-84,11/17/23,0
65-84,11/18/23,0.1
65-84,11/19/23,0.1
65-84,11/20/23,0.3
65-84,11/21/23,0.4
65-84,11/22/23,0.4
65-84,11/23/23,0.4
65-84,11/24/23,0.4
65-84,11/25/23,0.3
65-84,11/26/23,0.6
65-84,11/27/23,0.6
65-84,11/28/23,0.4
65-84,11/29/23,0.4
65-84,11/30/23,0.4
65-84,12/01/23,0.4
65-84,12/02/23,0.4
65-84,12/03/23,0.1
65-84,12/04/23,0.3
65-84,12/05/23,0.3
65-84,12/06/23,0.4
65-84,12/07/23,0.4
65-84,12/08/23,0.4
65-84,12/09/23,0.4
65-84,12/10/23,0.6
65-84,12/11/23,0.3
65-84,12/12/23,0.4
65-84,12/13/23,0.3
65-84,12/14/23,0.3
65-84,12/15/23,0.3
65-84,12/16/23,0.6
65-84,12/17/23,0.4
65-84,12/18/23,0.4
65-84,12/19/23,0.4
65-84,12/20/23,0.4
65-84,12/21/23,0.4
65-84,12/22/23,0.4
65-84,12/23/23,0.3
65-84,12/24/23,0.3
65-84,12/25/23,0.4
65-84,12/26/23,0.4
65-84,12/27/23,0.4
65-84,12/28/23,0.7
65-84,12/29/23,0.9
65-84,12/30/23,0.9
65-84,12/31/23,1
65-84,01/01/24,0.9
65-84,01/02/24,0.9
65-84,01/03/24,0.9
65-84,01/04/24,0.6
65-84,01/05/24,0.6
65-84,01/06/24,0.7
65-84,01/07/24,0.6
65-84,01/08/24,0.6
65-84,01/09/24,1
65-84,01/10/24,1
65-84,01/11/24,1.1
65-84,01/12/24,1.1
65-84,01/13/24,0.9
65-84,01/14/24,1
65-84,01/15/24,1.1
65-84,01/16/24,0.9
65-84,01/17/24,0.9
65-84,01/18/24,0.7
65-84,01/19/24,0.6
65-84,01/20/24,0.7
65-84,01/21/24,0.7
65-84,01/22/24,0.6
65-84,01/23/24,0.3
65-84,01/24/24,0.6
65-84,01/25/24,0.7
65-84,01/26/24,0.9
65-84,01/27/24,1.1
65-84,01/28/24,1.1
65-84,01/29/24,1.1
65-84,01/30/24,1.1
65-84,01/31/24,1
65-84,02/01/24,0.9
65-84,02/02/24,0.9
65-84,02/03/24,0.4
65-84,02/04/24,0.3
65-84,02/05/24,0.3
65-84,02/06/24,0.3
65-84,02/07/24,0.1
65-84,02/08/24,0.1
65-84,02/09/24,0
65-84,02/10/24,0
65-84,02/11/24,0
65-84,02/12/24,0.3
65-84,02/13/24,0.3
65-84,02/14/24,0.4
65-84,02/15/24,0.4
65-84,02/16/24,0.6
65-84,02/17/24,0.6
65-84,02/18/24,0.6
65-84,02/19/24,0.3
65-84,02/20/24,0.3
65-84,02/21/24,0.1
65-84,02/22/24,0.1
65-84,02/23/24,0
65-84,02/24/24,0.1
65-84,02/25/24,0.1
65-84,02/26/24,0.1
65-84,02/27/24,0.1
65-84,02/28/24,0.3
65-84,02/29/24,0.6
65-84,03/01/24,0.6
65-84,03/02/24,0.4
65-84,03/03/24,0.4
65-84,03/04/24,0.6
65-84,03/05/24,0.6
65-84,03/06/24,0.4
65-84,03/07/24,0.3
65-84,03/08/24,0.3
65-84,03/09/24,0.3
65-84,03/10/24,0.3
65-84,03/11/24,0.1
65-84,03/12/24,0.1
65-84,03/13/24,0.1
65-84,03/14/24,0
65-84,03/15/24,0
65-84,03/16/24,0
65-84,03/17/24,0
65-84,03/18/24,0
65-84,03/19/24,0
65-84,03/20/24,0.1
65-84,03/21/24,0.1
65-84,03/22/24,0.1
65-84,03/23/24,0.1
65-84,03/24/24,0.1
65-84,03/25/24,0.3
65-84,03/26/24,0.3
65-84,03/27/24,0.1
65-84,03/28/24,0.1
65-84,03/29/24,0.1
65-84,03/30/24,0.1
65-84,03/31/24,0.1
65-84,04/01/24,0.1
65-84,04/02/24,0.1
65-84,04/03/24,0.1
65-84,04/04/24,0.3
65-84,04/05/24,0.3
65-84,04/06/24,0.3
65-84,04/07/24,0.3
65-84,04/08/24,0.1
65-84,04/09/24,0.1
65-84,04/10/24,0.1
65-84,04/11/24,0
65-84,04/12/24,0
65-84,04/13/24,0
65-84,04/14/24,0.1
65-84,04/15/24,0.1
65-84,04/16/24,0.1
65-84,04/17/24,0.1
65-84,04/18/24,0.1
65-84,04/19/24,0.1
65-84,04/20/24,0.1
65-84,04/21/24,0
65-84,04/22/24,0
65-84,04/23/24,0
65-84,04/24/24,0
65-84,04/25/24,0
65-84,04/26/24,0
65-84,04/27/24,0
65-84,04/28/24,0
65-84,04/29/24,0
65-84,04/30/24,0.1
65-84,05/01/24,0.1
65-84,05/02/24,0.1
65-84,05/03/24,0.1
65-84,05/04/24,0.1
65-84,05/05/24,0.1
65-84,05/06/24,0.1
65-84,05/07/24,0
65-84,05/08/24,0
65-84,05/09/24,0
65-84,05/10/24,0.1
65-84,05/11/24,0.1
65-84,05/12/24,0.1
65-84,05/13/24,0.3
65-84,05/14/24,0.3
65-84,05/15/24,0.3
65-84,05/16/24,0.3
65-84,05/17/24,0.1
65-84,05/18/24,0.1
65-84,05/19/24,0.1
65-84,05/20/24,0.1
65-84,05/21/24,0.3
65-84,05/22/24,0.3
65-84,05/23/24,0.3
65-84,05/24/24,0.3
