Age Group,Date of Death,7-Day Average
25-44,11/25/21,0.9
25-44,11/26/21,0.7
25-44,11/27/21,0.7
25-44,11/28/21,0.9
25-44,11/29/21,1.3
25-44,11/30/21,1.3
25-44,12/01/21,1.3
25-44,12/02/21,1.3
25-44,12/03/21,1.1
25-44,12/04/21,1.1
25-44,12/05/21,1.3
25-44,12/06/21,1
25-44,12/07/21,1.1
25-44,12/08/21,1.1
25-44,12/09/21,1
25-44,12/10/21,1
25-44,12/11/21,1
25-44,12/12/21,1.3
25-44,12/13/21,1.1
25-44,12/14/21,1
25-44,12/15/21,0.9
25-44,12/16/21,1
25-44,12/17/21,1
25-44,12/18/21,1.1
25-44,12/19/21,0.7
25-44,12/20/21,0.7
25-44,12/21/21,0.9
25-44,12/22/21,0.7
25-44,12/23/21,0.9
25-44,12/24/21,0.9
25-44,12/25/21,0.9
25-44,12/26/21,1
25-44,12/27/21,1
25-44,12/28/21,1
25-44,12/29/21,1.1
25-44,12/30/21,0.9
25-44,12/31/21,1
25-44,01/01/22,1
25-44,01/02/22,0.9
25-44,01/03/22,1
25-44,01/04/22,1
25-44,01/05/22,1.1
25-44,01/06/22,1.4
25-44,01/07/22,1.4
25-44,01/08/22,1.1
25-44,01/09/22,1
25-44,01/10/22,0.9
25-44,01/11/22,0.7
25-44,01/12/22,0.7
25-44,01/13/22,0.9
25-44,01/14/22,0.9
25-44,01/15/22,0.9
25-44,01/16/22,1.1
25-44,01/17/22,1.1
25-44,01/18/22,1.3
25-44,01/19/22,1
25-44,01/20/22,0.6
25-44,01/21/22,0.4
25-44,01/22/22,0.6
25-44,01/23/22,0.4
25-44,01/24/22,0.6
25-44,01/25/22,0.6
25-44,01/26/22,0.6
25-44,01/27/22,0.6
25-44,01/28/22,0.6
25-44,01/29/22,0.4
25-44,01/30/22,0.4
25-44,01/31/22,0.3
25-44,02/01/22,0.4
25-44,02/02/22,0.4
25-44,02/03/22,0.4
25-44,02/04/22,0.4
25-44,02/05/22,0.9
25-44,02/06/22,1.1
25-44,02/07/22,1.3
25-44,02/08/22,1
25-44,02/09/22,1.1
25-44,02/10/22,1.1
25-44,02/11/22,1.3
25-44,02/12/22,0.9
25-44,02/13/22,0.4
25-44,02/14/22,0.3
25-44,02/15/22,0.3
25-44,02/16/22,0.3
25-44,02/17/22,0.4
25-44,02/18/22,0.4
25-44,02/19/22,0.4
25-44,02/20/22,0.6
25-44,02/21/22,0.7
25-44,02/22/22,0.7
25-44,02/23/22,0.7
25-44,02/24/22,0.6
25-44,02/25/22,0.4
25-44,02/26/22,0.6
25-44,02/27/22,0.4
25-44,02/28/22,0.3
25-44,03/01/22,0.4
25-44,03/02/22,0.3
25-44,03/03/22,0.3
25-44,03/04/22,0.3
25-44,03/05/22,0.3
25-44,03/06/22,0.3
25-44,03/07/22,0.3
25-44,03/08/22,0.1
25-44,03/09/22,0.3
25-44,03/10/22,0.3
25-44,03/11/22,0.4
25-44,03/12/22,0.3
25-44,03/13/22,0.3
25-44,03/14/22,0.3
25-44,03/15/22,0.3
25-44,03/16/22,0.3
25-44,03/17/22,0.3
25-44,03/18/22,0.1
25-44,03/19/22,0.1
25-44,03/20/22,0.1
25-44,03/21/22,0.1
25-44,03/22/22,0.1
25-44,03/23/22,0
25-44,03/24/22,0
25-44,03/25/22,0
25-44,03/26/22,0
25-44,03/27/22,0
25-44,03/28/22,0
25-44,03/29/22,0
25-44,03/30/22,0
25-44,03/31/22,0
25-44,04/01/22,0
25-44,04/02/22,0
25-44,04/03/22,0
25-44,04/04/22,0
25-44,04/05/22,0
25-44,04/06/22,0
25-44,04/07/22,0
25-44,04/08/22,0
25-44,04/09/22,0
25-44,04/10/22,0
25-44,04/11/22,0
25-44,04/12/22,0
25-44,04/13/22,0
25-44,04/14/22,0
25-44,04/15/22,0
25-44,04/16/22,0
25-44,04/17/22,0
25-44,04/18/22,0
25-44,04/19/22,0
25-44,04/20/22,0
25-44,04/21/22,0
25-44,04/22/22,0
25-44,04/23/22,0
25-44,04/24/22,0
25-44,04/25/22,0
25-44,04/26/22,0
25-44,04/27/22,0
25-44,04/28/22,0.1
25-44,04/29/22,0.1
25-44,04/30/22,0.1
25-44,05/01/22,0.1
25-44,05/02/22,0.1
25-44,05/03/22,0.1
25-44,05/04/22,0.1
25-44,05/05/22,0
25-44,05/06/22,0
25-44,05/07/22,0
25-44,05/08/22,0
25-44,05/09/22,0
25-44,05/10/22,0
25-44,05/11/22,0
25-44,05/12/22,0
25-44,05/13/22,0
25-44,05/14/22,0
25-44,05/15/22,0
25-44,05/16/22,0
25-44,05/17/22,0
25-44,05/18/22,0
25-44,05/19/22,0
25-44,05/20/22,0
25-44,05/21/22,0
25-44,05/22/22,0
25-44,05/23/22,0
25-44,05/24/22,0
25-44,05/25/22,0
25-44,05/26/22,0
25-44,05/27/22,0
25-44,05/28/22,0
25-44,05/29/22,0
25-44,05/30/22,0
25-44,05/31/22,0.1
25-44,06/01/22,0.1
25-44,06/02/22,0.1
25-44,06/03/22,0.1
25-44,06/04/22,0.1
25-44,06/05/22,0.1
25-44,06/06/22,0.1
25-44,06/07/22,0
25-44,06/08/22,0
25-44,06/09/22,0.1
25-44,06/10/22,0.1
25-44,06/11/22,0.1
25-44,06/12/22,0.1
25-44,06/13/22,0.1
25-44,06/14/22,0.1
25-44,06/15/22,0.3
25-44,06/16/22,0.1
25-44,06/17/22,0.1
25-44,06/18/22,0.1
25-44,06/19/22,0.1
25-44,06/20/22,0.3
25-44,06/21/22,0.3
25-44,06/22/22,0.1
25-44,06/23/22,0.1
25-44,06/24/22,0.1
25-44,06/25/22,0.1
25-44,06/26/22,0.1
25-44,06/27/22,0
25-44,06/28/22,0
25-44,06/29/22,0
25-44,06/30/22,0
25-44,07/01/22,0
25-44,07/02/22,0
25-44,07/03/22,0
25-44,07/04/22,0
25-44,07/05/22,0
25-44,07/06/22,0
25-44,07/07/22,0
25-44,07/08/22,0
25-44,07/09/22,0
25-44,07/10/22,0
25-44,07/11/22,0
25-44,07/12/22,0
25-44,07/13/22,0
25-44,07/14/22,0
25-44,07/15/22,0
25-44,07/16/22,0
25-44,07/17/22,0
25-44,07/18/22,0
25-44,07/19/22,0
25-44,07/20/22,0
25-44,07/21/22,0
25-44,07/22/22,0
25-44,07/23/22,0
25-44,07/24/22,0
25-44,07/25/22,0
25-44,07/26/22,0
25-44,07/27/22,0
25-44,07/28/22,0
25-44,07/29/22,0
25-44,07/30/22,0
25-44,07/31/22,0
25-44,08/01/22,0
25-44,08/02/22,0
25-44,08/03/22,0
25-44,08/04/22,0
25-44,08/05/22,0.1
25-44,08/06/22,0.3
25-44,08/07/22,0.3
25-44,08/08/22,0.3
25-44,08/09/22,0.3
25-44,08/10/22,0.3
25-44,08/11/22,0.3
25-44,08/12/22,0.1
25-44,08/13/22,0
25-44,08/14/22,0
25-44,08/15/22,0
25-44,08/16/22,0.1
25-44,08/17/22,0.1
25-44,08/18/22,0.1
25-44,08/19/22,0.1
25-44,08/20/22,0.3
25-44,08/21/22,0.3
25-44,08/22/22,0.3
25-44,08/23/22,0.1
25-44,08/24/22,0.1
25-44,08/25/22,0.1
25-44,08/26/22,0.3
25-44,08/27/22,0.1
25-44,08/28/22,0.1
